"","C9","I9","C11","I11","C16","I16"
"MSTRG.16610",0.107489,0.12948,0.070256,0.121114,0.110234,0.107909
"MSTRG.16611",4.842482,5.425646,5.011591,5.44089,1.793565,3.427118
"MSTRG.16612",7.241131,5.449534,7.223673,10.013947,5.580916,10.463497
"MSTRG.16613",49.933331,55.731419,56.639244,59.713871,59.024727,62.182682
"MSTRG.16614",0,0,0,0.056016,0.009719,0
"MSTRG.16615",41.586524,47.298046,46.758796,58.170651,43.041286,44.32494
"MSTRG.16616",3.524475,4.565491,4.786417,4.263377,4.258048,5.568795
"MSTRG.16617",5.999469,8.57314,5.423539,6.665695,8.382217,9.951416
"MSTRG.16618",19.910361,29.068106,19.813053,24.621207,15.890584,18.670158
"MSTRG.16619",1.359632,2.900506,1.346794,1.944543,0.253032,0.716099
"MSTRG.1662",2.968482,3.398034,1.90077,2.124424,1.111876,0.870326
"MSTRG.16620",29.039787,41.960798,36.210474,36.682407,26.454962,27.433127
"MSTRG.16621",0.999367,0.970249,1.131055,1.574229,1.026003,1.522589
"MSTRG.16622",45.565138,51.267309,48.44035,49.669011,33.458357,32.874543
"MSTRG.16623",7.492569,8.528281,6.340004,7.454317,6.279873,6.778403
"MSTRG.16624",33.747472,34.426984,36.794042,36.226555,26.506955,28.340864
"MSTRG.16625",9.503886,6.126055,9.034507,13.509958,9.980573,10.775116
"MSTRG.16626",29.959363,34.226443,28.047041,32.977475,27.608885,30.576971
"MSTRG.16627",7.153798,6.780333,9.38535,7.804239,4.826948,6.296177
"MSTRG.16628",7.705795,11.61188,13.248327,13.563298,8.35094,11.282318
"MSTRG.16629",82.40288,55.189591,106.699548,144.514928,85.009237,91.790328
"MSTRG.1663",4.277702,5.648458,5.209523,6.894265,5.609538,8.585661
"MSTRG.16630",0,0,0,0,0,0
"MSTRG.16631",0,0.199102,0,0,0.230657,0.156628
"MSTRG.16632",0,0,0,0.121221,0,0
"MSTRG.16633",0.045067,0.152023,0.379162,0.417453,0.770754,1.623241
"MSTRG.16634",36.050767,27.034675,48.375573,62.427298,38.499805,37.979331
"MSTRG.16635",0,0,0,0,0,0.327834
"MSTRG.16636",0,0,0,0,0,0
"MSTRG.16637",0,0,0,0,0,0
"MSTRG.16638",0,0,0,0,0,0
"MSTRG.16639",0,0,0,0,0,0
"MSTRG.1664",0.014445,0.009207,0,0.051319,0.035614,0.022967
"MSTRG.16640",0,0,0,0,0,0
"MSTRG.16641",0,0,0,0,0,0
"MSTRG.16642",0,0,0,0,0,0
"MSTRG.16643",0,0,0.256644,0,0.231656,0
"MSTRG.16644",0,0,0,0,0,0
"MSTRG.16645",0,0,0,0,0,0
"MSTRG.16646",0,0,0,0,0,0
"MSTRG.16647",0,0,0,0,0,0
"MSTRG.16648",0,0,0,0,0,0
"MSTRG.16649",0,0,0,0,0,0
"MSTRG.1665",0.058831,0.215744,0.063362,0.070177,0.020009,0.029923
"MSTRG.16650",0,0,0,0,0,0
"MSTRG.16651",0,0,0,0,0,0
"MSTRG.16652",0,0,0,0,0,0
"MSTRG.16653",0,0,0,0,0,0
"MSTRG.16654",0,0,0,0,0,0
"MSTRG.16655",0,0,0,0,0,0
"MSTRG.16656",0,0,0,0,0,0
"MSTRG.16657",0,0,0,0,0,0
"MSTRG.16658",0,0.029923,0,0.036573,0.04661,0.082971
"MSTRG.16659",0.040236,0.012861,0,0,0,0
"MSTRG.1666",0.039703,0.12437,0.066711,0,0,0.099524
"MSTRG.16660",0,0,0,0,0,0
"MSTRG.16661",0,0,0,0,0,0
"MSTRG.16662",0,0,0,0,0,0
"MSTRG.16663",0,0,0,0,0,0
"MSTRG.16664",0.020016,0,0,0,0,0
"MSTRG.16665",0.163353,0.303869,0,0.707726,0.576536,0.337709
"MSTRG.16666",0,0,0,0,0,0
"MSTRG.16667",0.071399,0,0,0,0,0
"MSTRG.16668",0,0,0,0,0,0
"MSTRG.16669",0,0,0,0,0,0
"MSTRG.1667",40.546984,55.880049,54.372204,54.238092,33.953301,33.976253
"MSTRG.16670",0,0,0,0,0,0
"MSTRG.16671",0,0,0,0,0,0
"MSTRG.16672",0,0,0,0,0,0
"MSTRG.16673",0.022735,0.083018,0.076529,0,0,0
"MSTRG.16674",0,0,0,0,0,0
"MSTRG.16675",0.151752,0,0,0,0.130713,0.059595
"MSTRG.16676",0.065996,0.088524,0.045282,0.118482,0.134429,0.123111
"MSTRG.16677",0,0,0.035532,0,0,0.115616
"MSTRG.16678",0.476757,0.260663,0,0,0.244041,0.289865
"MSTRG.16679",0,0,0,0,0,0
"MSTRG.1668",10.063563,10.776092,9.310058,11.454945,8.12636,8.490611
"MSTRG.16680",0,0,0,0,0,0
"MSTRG.16681",0,0,0,0,0,0
"MSTRG.16682",0,0,0,0,0,0
"MSTRG.16683",0,0,0,0,0,0
"MSTRG.16684",0,0,0,0,0,0
"MSTRG.16685",0,0.011654,0,0,0,0
"MSTRG.16686",0,0.034196,0,0,0,0
"MSTRG.16687",0,0,0,0,0,0
"MSTRG.16688",0,0.019068,0,0,0,0
"MSTRG.16689",0,0,0,0,0,0
"MSTRG.1669",0.895609,1.184949,0.701149,0.864039,1.050421,1.215151
"MSTRG.16690",0,0,0,0,0,0
"MSTRG.16691",0,0,0,0,0,0
"MSTRG.16692",0.093047,0.032309,0.034787,0.041579,0.060656,0.135692
"MSTRG.16693",0,0,0,0,0,0
"MSTRG.16694",0,0,0,0,0,0
"MSTRG.16695",3.603885,6.807077,9.484155,9.893555,1.159899,1.939488
"MSTRG.16696",0,0,0,0,0,0
"MSTRG.16697",0,0.035564,0,0,0,0
"MSTRG.16698",0.008005,0,0,0.008107,0,0
"MSTRG.16699",50.794868,39.590416,70.586627,96.395366,56.518692,64.438871
"MSTRG.167",0,0,0,0,0,0
"MSTRG.1670",192.408981,244.517578,209.735886,217.537277,215.411224,217.627411
"MSTRG.16700",0,0,0,0,0,0
"MSTRG.16701",56.656147,45.556568,53.123192,67.432671,64.248749,54.59351
"MSTRG.16702",0.008943,0,0,0,0,0
"MSTRG.16703",0,0,0,0,0,0
"MSTRG.16704",0,0,0,0,0,0
"MSTRG.16705",0.008943,0,0,0,0,0
"MSTRG.16706",0,0,0,0,0,0
"MSTRG.16707",0,0,0,0,0,0
"MSTRG.16708",0,0,0,0,0,0
"MSTRG.16709",0,0,0,0.057084,0,0
"MSTRG.1671",4.192231,4.669986,3.267832,4.246911,2.476487,3.353865
"MSTRG.16710",0,0.023025,0,0,0,0
"MSTRG.16711",0,0,0,0,0,0
"MSTRG.16712",0,0,0,0,0,0
"MSTRG.16713",0,0,0,0,0,0
"MSTRG.16714",0,0,0,0,0,0
"MSTRG.16715",0.047571,0,0,0.071556,0,0
"MSTRG.16716",0.023714,0,0.054879,0,0,0
"MSTRG.16717",0.503365,0.539458,0.451391,0.460971,0.863655,0.831186
"MSTRG.16718",0.294616,0.242291,0.567719,0.479131,0.063162,0.16909
"MSTRG.16719",0.187219,0.122099,0.125262,0.080573,0.183322,0.200547
"MSTRG.1672",35.986912,46.272783,49.963769,49.831026,7.796505,11.482467
"MSTRG.16720",5.263634,6.122272,5.985965,6.68279,4.334671,3.49323
"MSTRG.16721",6.859324,8.480151,6.970383,7.850554,7.571306,9.74622
"MSTRG.16722",0.188798,0.18301,0.461304,0.077298,0,0.191233
"MSTRG.16723",9.577291,12.201344,10.035561,10.483068,8.640915,11.106016
"MSTRG.16724",0,0,0,0,0,0
"MSTRG.16725",26.88158,32.049954,28.786585,30.117259,26.937289,28.732826
"MSTRG.16726",0.591091,0.402459,0.435611,0.905637,0.255988,0.580855
"MSTRG.16727",1.369063,1.451303,1.121753,1.249319,0.951127,1.629122
"MSTRG.16728",15.194773,19.911207,17.069138,17.985692,20.520931,22.342581
"MSTRG.16729",50.714987,69.640957,56.908473,60.441725,80.84839,90.072756
"MSTRG.1673",26.549269,35.03014,32.02172,33.161234,25.298623,29.992929
"MSTRG.16730",22.851311,22.039095,23.50943,28.107599,14.954952,11.270695
"MSTRG.16731",13.402002,13.711172,7.15004,8.26761,11.258162,12.684597
"MSTRG.16732",3.880496,3.703685,4.38128,6.009343,4.473159,4.461165
"MSTRG.16733",173.560776,178.677109,220.545502,224.702469,197.331696,190.980499
"MSTRG.16734",3.236537,4.069484,5.600973,4.62671,4.689017,3.123755
"MSTRG.16735",10.710539,13.091469,8.423744,10.786771,10.456453,11.484622
"MSTRG.16736",0.179723,0.111102,0.11398,0.073317,0.166811,0.182484
"MSTRG.16737",11.262795,12.775377,8.900894,9.46789,8.709249,9.882234
"MSTRG.16738",0.824602,1.132619,0.698965,0.670665,1.166066,1.072571
"MSTRG.16739",25.404295,29.753617,25.918306,27.471825,22.717852,24.471614
"MSTRG.1674",463.981338,462.088685,503.162535,532.77857,437.824585,259.482579
"MSTRG.16740",4.245735,3.925781,4.13591,3.87595,2.436785,2.23917
"MSTRG.16741",11.378545,16.234765,11.717643,13.555363,13.698182,15.004646
"MSTRG.16742",80.376476,80.757309,95.279724,99.74596,70.484307,71.641386
"MSTRG.16743",16.936207,21.9071,17.712506,19.223756,20.024963,21.905143
"MSTRG.16744",21.623069,28.635593,31.763828,31.812484,25.863838,22.542589
"MSTRG.16745",0.463558,0.56384,0.413997,0.776919,0.776514,0.637368
"MSTRG.16746",12.839915,13.59491,12.653195,15.641074,10.432239,10.631992
"MSTRG.16747",6.707486,8.544779,7.399763,9.245175,7.240317,7.488648
"MSTRG.16748",2.553143,2.998088,3.620836,3.320935,2.724664,1.699886
"MSTRG.16749",0.125675,0,0,0,0.225113,0.090943
"MSTRG.1675",0.059462,0.090539,0.090739,0.092518,0,0
"MSTRG.16750",14.818916,17.025998,18.636965,20.493769,25.227878,26.72906
"MSTRG.16751",0,0.093105,0,0,0,0.02581
"MSTRG.16752",27.020884,33.404694,34.879082,38.399418,29.707869,31.215536
"MSTRG.16753",0.047792,0,0.096609,0,0,0.051504
"MSTRG.16754",0.182675,0.299167,0.276217,0.35726,0.351704,0.399897
"MSTRG.16755",8.180197,10.215392,6.926821,9.043987,8.267292,9.180451
"MSTRG.16756",24.737206,29.016458,32.018294,32.883376,30.357116,31.77583
"MSTRG.16757",0.076196,0.151293,0.167764,0.132628,0.293413,0.234536
"MSTRG.16758",63.817607,72.541813,68.471123,70.743372,74.046049,75.440624
"MSTRG.16759",14.264334,19.282723,13.080673,16.035124,14.105132,17.060179
"MSTRG.1676",0,0,0,0,0,0.031189
"MSTRG.16760",0,0,0,0,0,0
"MSTRG.16761",0,0.107663,0,0.252435,0,0
"MSTRG.16762",11.084793,11.509188,11.134501,10.762477,6.156042,4.472397
"MSTRG.16763",57.508703,64.921741,64.631104,68.436691,53.233502,53.772253
"MSTRG.16764",20.38257,22.248137,23.0016,24.521662,16.356895,15.860379
"MSTRG.16765",31.401655,34.246376,37.562634,45.249306,43.235523,45.738079
"MSTRG.16766",16.777695,16.794713,12.868964,24.350282,18.511829,30.057824
"MSTRG.16767",0,0,0,0,0,0
"MSTRG.16768",0.61827,0.761785,0.702859,0.831277,0.490646,0.594238
"MSTRG.16769",10.61916,12.202374,12.655253,12.091732,9.07964,10.46522
"MSTRG.1677",0.473448,0.293312,0.191968,0.234677,0.268619,0.131267
"MSTRG.16770",2.520951,3.776521,5.212951,6.46146,3.573865,4.289111
"MSTRG.16771",13.207565,16.343853,11.40704,14.908582,10.166338,8.053369
"MSTRG.16772",6.254221,8.308192,5.693221,6.903769,8.812141,8.920873
"MSTRG.16773",18.392754,19.886291,19.485351,19.875409,11.869287,10.997672
"MSTRG.16774",72.697893,74.089322,65.457776,68.452245,37.900267,46.202754
"MSTRG.16775",48.445524,62.751769,61.63876,65.003115,48.722115,57.587749
"MSTRG.16776",6.11155,7.711046,9.045967,7.113561,3.11876,4.548086
"MSTRG.16777",3.423707,2.26115,5.934656,6.953625,4.659821,6.738325
"MSTRG.16778",2.490126,3.232516,4.842476,4.656691,3.946358,3.876621
"MSTRG.16779",0,0,0,0,0,0
"MSTRG.1678",4.239733,5.413913,3.968315,4.809079,2.932497,5.111338
"MSTRG.16780",0,0.159848,0.136061,0,0,0
"MSTRG.16781",42.759136,48.908356,41.251333,44.820873,33.636504,32.968143
"MSTRG.16782",0,0,0,0,0,0
"MSTRG.16783",0,0,0,0,0,0
"MSTRG.16784",4.159447,4.000994,5.267838,6.820762,5.795694,5.640428
"MSTRG.16785",11.377659,12.025561,13.517894,14.152909,10.024269,10.708376
"MSTRG.16786",22.746021,21.931999,22.295889,25.056164,16.475405,17.911581
"MSTRG.16787",13.273236,16.113645,14.797372,17.485565,13.826789,16.541928
"MSTRG.16788",22.511635,28.458143,34.857319,34.039482,18.878305,23.170498
"MSTRG.16789",20.823204,27.713995,22.177119,22.490328,16.008665,18.166195
"MSTRG.1679",0.193252,0.621937,0.389868,0.451724,0.351253,0.292253
"MSTRG.16790",3.210653,3.398656,2.456131,3.401326,1.129827,0.822185
"MSTRG.16791",10.781755,11.093473,12.970597,12.526222,5.334682,6.87021
"MSTRG.16792",58.369981,65.610915,76.887708,67.4165,24.866636,30.909971
"MSTRG.16793",2.310332,2.323244,2.308425,2.599692,1.242729,1.784043
"MSTRG.16794",2.215003,2.520146,3.298319,3.365508,1.188873,0.944804
"MSTRG.16795",2.124268,0.67326,0.674847,0.133421,0.234122,0.198534
"MSTRG.16796",1.035442,0.891577,1.071254,1.142229,0.646831,0.731614
"MSTRG.16797",0.431773,0.046274,0.391303,0.213315,0.181429,0.121022
"MSTRG.16798",0.077034,0,0,0,0,0.099626
"MSTRG.16799",1.262475,1.27781,0.941636,1.308459,0.643585,0.534391
"MSTRG.168",0,0.139677,0,0,0.053262,0.055539
"MSTRG.1680",6.13865,8.098493,7.274155,7.431288,6.852764,5.366791
"MSTRG.16800",0,0,0,0,0,0
"MSTRG.16801",6.110761,5.658916,6.5202,6.906184,2.675138,2.952163
"MSTRG.16802",0,0,0,0,0,0
"MSTRG.16803",0.289911,0.101073,0.021364,0.049097,0,0
"MSTRG.16804",0,0,0,0,0,0
"MSTRG.16805",0.532515,0.140377,0.206651,0.119814,0.052595,0.172786
"MSTRG.16806",2.578238,1.052636,0.90525,0.990856,0.068296,0.233245
"MSTRG.16807",0.075247,0.085478,0.096379,0.096745,0.056205,0.079999
"MSTRG.16808",47.151571,53.867778,52.072606,43.195752,38.965345,39.78662
"MSTRG.16809",0.055603,0,0,0,0,0
"MSTRG.1681",24.90759,18.943111,34.57209,41.381631,33.772127,33.020567
"MSTRG.16810",0,0,0,0,0,0
"MSTRG.16811",13.835217,13.919632,9.393701,10.696312,22.234013,21.37295
"MSTRG.16812",8.729135,11.846344,10.320345,10.644743,9.155235,8.425053
"MSTRG.16813",0.127495,0.234607,0.194676,0.216051,0.767447,1.088093
"MSTRG.16814",16.319674,17.319878,14.479652,17.417253,10.954565,11.107807
"MSTRG.16815",8.041477,10.317344,10.014093,11.558212,6.1324,6.23082
"MSTRG.16816",1.02259,0.6652,0.843396,0.851748,0.44626,0.692993
"MSTRG.16817",0.03262,0.119256,0.066672,0.080389,0.054733,0.096427
"MSTRG.16818",0.039004,0.053804,0.013093,0,0.033533,0.094277
"MSTRG.16819",12.270217,16.463311,13.377474,14.048242,10.438714,9.302647
"MSTRG.1682",1.418006,0.885212,0.892615,0.983473,0.364862,0.3755
"MSTRG.16820",0.072544,0.0929,0.093824,0,0.131881,0.250726
"MSTRG.16821",11.558825,14.010205,13.190518,13.529084,6.965069,9.086898
"MSTRG.16822",31.866291,36.152431,37.542091,38.653606,34.612118,35.970745
"MSTRG.16823",0,0,0,0,0,0
"MSTRG.16824",0.051865,0,0.046502,0.087866,0.032325,0
"MSTRG.16825",0,0,0,0.099487,0,0
"MSTRG.16826",21.267878,29.552955,17.466993,19.214882,17.565783,17.184567
"MSTRG.16827",39.199013,38.554379,43.358494,48.696472,56.893276,55.460659
"MSTRG.16828",0,0,0,0,0,0
"MSTRG.16829",1.998786,1.887566,2.415632,1.684646,1.546407,2.031191
"MSTRG.1683",0.012893,0.009223,0,0,0,0.040521
"MSTRG.16830",9.921185,10.54647,11.184499,13.526223,8.007463,9.038418
"MSTRG.16831",36.523109,33.712704,38.734642,39.036457,22.100222,18.147226
"MSTRG.16832",0.128962,0.251216,0.003706,0.056426,0.01539,0
"MSTRG.16833",0.238719,0.280878,0.172201,0.201986,0.144595,0.339346
"MSTRG.16834",11.533957,17.414621,11.356838,11.223966,9.671798,11.593507
"MSTRG.16835",0.275884,0.232691,0,0,0,0.159218
"MSTRG.16836",4.142815,5.453495,3.331281,4.11798,5.867528,6.094521
"MSTRG.16837",6.921911,6.823512,4.463278,5.565933,3.37562,3.995326
"MSTRG.16838",109.224339,123.52974,109.706788,121.949024,106.398123,107.40517
"MSTRG.16839",15.924215,16.093614,19.876515,19.216496,16.521798,16.174427
"MSTRG.1684",54.700532,75.78303,52.48668,56.195532,60.904106,61.464307
"MSTRG.16840",0,0,0,0,0,0
"MSTRG.16841",1.996517,2.50596,1.876089,2.51374,2.595532,2.901175
"MSTRG.16842",0,0,0,0,0,0
"MSTRG.16843",0.365128,0.480833,0.252623,0.218975,0.078901,0.092478
"MSTRG.16844",44.843208,51.614616,32.530258,32.342495,33.121227,35.286915
"MSTRG.16845",0,0,0,0,0,0
"MSTRG.16846",0,0,0,0,0,0
"MSTRG.16847",0.069452,0,0,0.08286,0,0
"MSTRG.16848",0.043529,0.089391,0,0,0,0
"MSTRG.16849",0.020394,0,0.023575,0,0,0
"MSTRG.1685",0.259345,0.289363,0.024331,0.111788,0.352089,0.269691
"MSTRG.16850",0.030199,0,0,0,0,0.039535
"MSTRG.16851",1.94705,2.404861,1.968133,2.507033,2.144606,2.447608
"MSTRG.16852",0.037453,0.05996,0,0,0,0
"MSTRG.16853",0,0,0,0,0,0
"MSTRG.16854",0,0,0,0,0,0
"MSTRG.16855",0.023178,0,0.01492,0.116346,0.014516,0
"MSTRG.16856",6.152665,6.738454,5.377681,6.764504,5.149768,5.386305
"MSTRG.16857",0.062579,0.00535,0.004059,0.031657,0.014182,0
"MSTRG.16858",0,0,0,0,0,0
"MSTRG.16859",0.141142,0.204158,0.16904,0.163634,0.146925,0.258149
"MSTRG.1686",0.697758,0.219661,0.380323,0.535422,0.182726,0.579225
"MSTRG.16860",4.564671,5.082238,4.068969,4.826381,3.947987,3.890703
"MSTRG.16861",0.626592,0.488962,0.21624,0.376451,0.74483,0.518561
"MSTRG.16862",36.39879,47.503325,27.854687,34.863619,37.373256,40.59292
"MSTRG.16863",24.537704,28.06678,19.222716,18.675512,13.149575,12.920111
"MSTRG.16864",0.300806,0.050185,0.202172,0.673696,0.042175,0.190546
"MSTRG.16865",0,0,0,0,0,0
"MSTRG.16866",0,0,0.030917,0,0.014287,0.054329
"MSTRG.16867",12.005074,13.32168,8.256627,8.81202,24.707057,26.848279
"MSTRG.16868",0.339594,0.350169,6.943753,0.477233,0.87141,0.953428
"MSTRG.16869",0.60062,0.566131,0.696077,0.6049,0.757426,0.814713
"MSTRG.1687",87.048914,116.180714,94.187356,84.834556,80.457279,85.25264
"MSTRG.16870",0,0.02747,0.060901,0,0,0.061383
"MSTRG.16871",15.352006,20.646772,14.96977,16.878836,19.321369,21.575573
"MSTRG.16872",0.017906,0.028477,0.039657,0,0,0.005931
"MSTRG.16873",0,0,0,0,0,0
"MSTRG.16874",9.076945,9.746783,8.342609,9.840687,6.679531,7.227022
"MSTRG.16875",15.598553,15.466308,13.969427,14.674047,11.466115,11.105547
"MSTRG.16876",6.669126,7.956605,6.433476,7.48756,4.945739,4.950565
"MSTRG.16877",0.153341,0.064499,0.073348,0.05387,0,0.035835
"MSTRG.16878",2.612261,3.107826,2.94828,2.963991,3.104194,3.905996
"MSTRG.16879",5.195835,6.314222,4.522209,6.60582,6.596594,8.004461
"MSTRG.1688",0,0,0,0,0,0
"MSTRG.16880",0,0.065863,0.039267,0,0,0
"MSTRG.16881",0,0,0,0,0,0
"MSTRG.16882",2.205546,2.441816,1.625546,2.419878,4.350831,5.10594
"MSTRG.16883",0.156282,0.254044,0.223528,0.40771,0.471229,0.757387
"MSTRG.16884",199.075592,278.236011,261.080115,291.77784,326.004828,342.357155
"MSTRG.16885",0.204397,0.291015,0.244969,0.337014,0.19474,0.194258
"MSTRG.16886",0,0,0,0,0.016204,0
"MSTRG.16887",1.586428,1.89905,1.384721,2.134812,2.042578,2.016974
"MSTRG.16888",0,0,0,0,0,0
"MSTRG.16889",0.107574,0.055423,0,0,0.076198,0.088807
"MSTRG.1689",0.577903,0.973455,0.173485,0.12214,0.221413,0.513467
"MSTRG.16890",20.101924,31.571371,13.829129,17.66496,9.534186,9.453846
"MSTRG.16891",2.029783,1.123653,2.8053,3.312527,2.490489,2.848457
"MSTRG.16892",0,0,0,0,0,0
"MSTRG.16893",0.019457,0,0,0,0,0
"MSTRG.16894",1.582756,0.969271,1.53865,2.007809,1.596454,1.636879
"MSTRG.16895",0,0.048616,0.018478,0.02419,0,0
"MSTRG.16896",13.953615,13.073965,9.747434,7.282497,0,1.986583
"MSTRG.16897",0,0,0,0,0,0
"MSTRG.16898",0,0,0,0,0,0
"MSTRG.16899",0.20314,0.13959,0.279807,0.067063,1.080391,0.87639
"MSTRG.169",0,0,0,0,0,0
"MSTRG.1690",0.034277,0.039086,0.951544,1.022439,0.032459,0.048757
"MSTRG.16900",13.601971,16.959234,14.483205,14.724672,12.059791,14.970521
"MSTRG.16901",0.065208,0.060866,0.198191,0.161067,0.238206,0
"MSTRG.16902",35.371638,37.579794,34.126878,36.918972,38.901227,39.985548
"MSTRG.16903",13.066093,15.040189,10.896047,12.788799,12.446924,13.230618
"MSTRG.16904",0.221323,0.219023,0.218396,0.182098,0.330836,0.473501
"MSTRG.16905",29.436905,34.304307,35.672004,38.49002,23.519603,24.866739
"MSTRG.16906",0,0.116286,0,0,0,0
"MSTRG.16907",8.097441,9.419597,7.407461,8.240715,11.047422,12.584191
"MSTRG.16908",1.498349,1.091134,1.922695,2.116266,1.423261,0.749814
"MSTRG.16909",0,0,0,0,0,0
"MSTRG.1691",0,0,0,0,0,0
"MSTRG.16910",0.187742,0.219458,0.170531,0.061875,0.096514,0.089868
"MSTRG.16911",0,0,0,0,0,0
"MSTRG.16912",0.600781,0.516243,0.384204,0.448669,0.670573,1.012807
"MSTRG.16913",15.543731,14.783226,15.851338,20.311049,20.007318,23.317575
"MSTRG.16914",0.100337,0.052348,0,0.049799,0.038637,0
"MSTRG.16915",19.639731,27.175168,17.207884,19.672666,24.742971,27.323536
"MSTRG.16916",0,0,0,0.083805,0.140279,0.365804
"MSTRG.16917",0.048849,0,0,0,0,0
"MSTRG.16918",3.681153,4.149442,3.334524,3.987794,1.273718,2.102105
"MSTRG.16919",2.676658,3.432585,2.966604,3.828314,4.255114,3.862813
"MSTRG.1692",116.898093,153.640304,108.282029,114.057606,122.67655,128.486522
"MSTRG.16920",10.475935,10.34992,9.026801,11.23323,8.771252,8.700979
"MSTRG.16921",0,0,0,0,0,0
"MSTRG.16922",0,0.025022,0,0,0,0
"MSTRG.16923",0,0,0,0,0,0
"MSTRG.16924",0,0,0,0,0,0
"MSTRG.16925",0,0,0.012273,0,0,0
"MSTRG.16926",0,0,0,0,0,0.167756
"MSTRG.16927",12.747483,14.413266,10.344237,11.313166,14.492685,15.49838
"MSTRG.16928",2.63359,2.48409,2.504295,3.371659,2.544852,3.456478
"MSTRG.16929",0,0,0,0,0,0
"MSTRG.1693",7.465843,8.794724,7.5249,6.432256,3.884301,4.053168
"MSTRG.16930",0,0,0,0,0,0
"MSTRG.16931",6.680564,7.128687,5.23808,6.600176,8.993398,8.708546
"MSTRG.16932",0,0,0,0,0,0
"MSTRG.16933",2.600617,2.733021,2.62382,3.413056,2.639661,3.405669
"MSTRG.16934",0,0,0,0,0,0
"MSTRG.16935",0,0,0,0,0,0
"MSTRG.16936",0,0,0,0,0,0
"MSTRG.16937",0.065308,0.02249,0.052036,0.048398,0,0.022626
"MSTRG.16938",0.099635,0,0.382023,0.234975,0,0
"MSTRG.16939",5.212724,5.398869,5.334397,7.345816,6.150705,7.370081
"MSTRG.1694",75.013939,101.088253,98.053041,105.230905,50.656876,52.943657
"MSTRG.16940",0.030688,0.024427,0,0.021988,0.014646,0
"MSTRG.16941",0,0,0,0,0,0
"MSTRG.16942",0,0,0,0,0,0
"MSTRG.16943",0,0,0,0,0,0
"MSTRG.16944",0,0,0,0,0,0
"MSTRG.16945",0,0,0,0,0,0
"MSTRG.16946",0.153099,0.086292,0.110897,0.17847,0.140222,0.119072
"MSTRG.16947",24.37201,20.941021,33.065875,38.386575,27.635297,34.831463
"MSTRG.16948",3.109601,4.59236,3.641165,3.870353,4.838748,4.782879
"MSTRG.16949",32.476898,34.635769,31.524792,34.199368,38.401932,38.63776
"MSTRG.1695",3.73296,4.558915,3.635439,4.204412,3.801446,4.602395
"MSTRG.16950",12.907665,12.393391,12.0711,11.803643,9.602369,8.988033
"MSTRG.16951",0.244442,0.106778,0.083813,0.088357,0.402238,0.303294
"MSTRG.16952",6.916692,7.212766,4.011265,5.080067,3.869055,4.830938
"MSTRG.16953",0.354128,0.37186,0.432007,0.55733,0.156432,0.258247
"MSTRG.16954",24.449943,25.386924,24.734001,27.952945,23.741147,24.945319
"MSTRG.16955",0.168076,0.123928,0.194702,0.18007,0.10781,0.113783
"MSTRG.16956",0.020298,0,0,0.029928,0.046028,0.096719
"MSTRG.16957",0,0,0,0,0,0
"MSTRG.16958",0,0,0,0.114226,0.0378,0.024807
"MSTRG.16959",0,0,0,0,0.00991,0
"MSTRG.1696",0.132332,0.120381,0.213078,0.280804,0.091888,0.167111
"MSTRG.16960",0.25452,0.151183,0.133292,0.144164,0.034888,0.058016
"MSTRG.16961",0,0,0,0,0,0
"MSTRG.16962",99.410534,111.305685,96.921598,116.973608,84.210366,80.517566
"MSTRG.16963",7.070945,7.836666,8.332665,8.967371,6.11445,6.053137
"MSTRG.16964",0,0,0,0.11407,0.028303,0.024563
"MSTRG.16965",0,0,0,0,0.010179,0
"MSTRG.16966",0.251684,0.139188,0.131643,0.268164,0.043546,0.064819
"MSTRG.16967",0,0,0,0,0,0
"MSTRG.16968",0,0,0,0,0,0
"MSTRG.16969",26.46213,28.3216,33.517143,35.789513,31.900366,31.227221
"MSTRG.1697",11.574893,11.731828,12.661731,11.806712,9.907242,11.477711
"MSTRG.16970",90.14159,90.525058,96.243541,91.947344,84.14179,80.200422
"MSTRG.16971",10.761067,12.773013,13.805905,14.612986,10.289964,10.292212
"MSTRG.16972",0.075937,0.144352,0.222298,0.223757,0.135983,0.120885
"MSTRG.16973",0,0,0,0,0,0
"MSTRG.16974",0,0,0,0,0,0
"MSTRG.16975",0,0,0,0,0,0
"MSTRG.16976",0,0,0,0,0,0
"MSTRG.16977",0,0,0,0,0,0
"MSTRG.16978",0.016051,0,0,0,0,0
"MSTRG.16979",4.137836,4.741255,3.644481,4.610235,4.028295,3.786194
"MSTRG.1698",0.378963,0.547007,0.62757,0.465244,0.317989,0.244824
"MSTRG.16980",14.479149,17.913959,17.366466,17.870612,19.531555,17.342244
"MSTRG.16981",9.434508,10.914384,8.078414,9.523247,9.32853,8.721399
"MSTRG.16982",0,0.054904,0,0.112021,0.046693,0.125043
"MSTRG.16983",8.265405,9.781392,8.969998,10.598511,8.059356,7.851865
"MSTRG.16984",9.009473,9.672277,7.820041,8.965664,6.387018,4.535449
"MSTRG.16985",0,0,0,0,0,0
"MSTRG.16986",0,0,0,0,0,0
"MSTRG.16987",0,0,0,0,0,0
"MSTRG.16988",0,0,0,0,0,0
"MSTRG.16989",0,0,0,0,0,0
"MSTRG.1699",3.497336,3.826406,3.105566,3.608322,3.153502,2.783459
"MSTRG.16990",0.324323,0.225793,0.300394,0.368679,0.29967,0.288011
